title,score,budget,revenue,profit,main_genre,language,is_english,country,cluster
The Court Jester,73.0,4000000.0,129201399.8,125201399.8,Music,English,1,AU,0
Origin: Spirits of the Past,70.0,84140000.0,760201609.6,676061609.6,Science Fiction,Japanese,0,AU,0
With Aunt It's Not a Sin,61.0,150600000.0,414413080.2,263813080.2,Comedy,Italian,0,IT,3
Suicide Forest Village,68.0,143200000.0,412282866.4,269082866.4,Horror,Japanese,0,JP,1
The Odd Life of Timothy Green,70.0,40000000.0,55249159.0,15249159.0,Fantasy,English,1,AU,0
The Killing,77.0,320000.0,58394717.4,58074717.4,Crime,English,1,AU,1
Ammonite,71.0,25874800.0,1396905.0,-24477895.0,Romance,English,1,AU,3
My Week with Marilyn,67.0,10000000.0,34240572.0,24240572.0,Drama,English,1,US,3
The Beguiled,70.0,10000000.0,28039038.0,18039038.0,Drama,English,1,US,2
Delusions of Grandeur,75.0,100200000.0,196117327.4,95917327.4,Comedy,French,0,FR,3
Sideways,71.0,17000000.0,109726800.0,92726800.0,Comedy,English,1,AU,3
Amateur,65.0,95600000.0,305560367.8,209960367.8,Drama,English,1,US,3
Seal Team Eight: Behind Enemy Lines,60.0,78000000.0,352939035.6,274939035.6,Action,English,1,US,2
Boys Don't Cry,74.0,2000000.0,20741000.0,18741000.0,Crime,English,1,US,1
Soul Men,62.0,40000000.0,12345883.0,-27654117.0,Comedy,English,1,US,3
Machuca,77.0,1500000.0,3187700.0,1687700.0,Drama,"Spanish, Castilian",0,US,3
Temptation Summary,25.0,12001040.0,38139010.0,26137970.0,Drama,Cantonese,0,HK,3
United 93,71.0,18000000.0,77635035.0,59635035.0,Drama,English,1,AU,1
Concussion,71.0,35000000.0,50363790.0,15363790.0,Drama,English,1,AU,3
Emergency,61.0,107000000.0,328477258.4,221477258.39999998,Comedy,English,1,US,3
Table 19,60.0,5000000.0,4620399.0,-379601.0,Comedy,English,1,AU,3
Men in Hope,75.0,1130710.0,6638849.0,5508139.0,Comedy,Other,0,Other,3
Weekend at Bernie's,64.0,6500000.0,30218387.0,23718387.0,Comedy,English,1,AU,1
The Glass House,59.0,22000000.0,22861785.0,861785.0,Drama,English,1,US,1
Mank,68.0,25000000.0,122252.0,-24877748.0,Drama,English,1,AU,3
Torrente 2: Mission in Marbella,60.0,100000000.0,328724751.4,228724751.39999998,Comedy,"Spanish, Castilian",0,ES,3
Switch,60.0,10400000.0,15545943.0,5145943.0,Fantasy,English,1,US,3
Ajin: Demi-Human – Compel,72.0,107400000.0,531422529.6,424022529.6,Animation,Japanese,0,JP,0
Billy & Mandy's Big Boogey Adventure,77.0,122200000.0,419817708.4,297617708.4,Adventure,English,1,US,0
Lord of Illusions,60.0,87600000.0,246215895.8,158615895.8,Horror,English,1,US,1
Legends of Oz: Dorothy's Return,64.0,70000000.0,18662027.0,-51337973.0,Animation,English,1,US,0
Last Night,61.0,7000000.0,7644937.0,644937.0,Drama,English,1,US,3
Bosomy Mom 2,35.0,47270000.0,329856760.8,282586760.8,Romance,Korean,0,KR,3
Ghajini,70.0,9100000.0,76000000.0,66900000.0,Action,Other,0,Other,1
Kung Fu Dunk,57.0,10000000.0,22896728.0,12896728.0,Action,Chinese,0,HK,0
Welcome Home Roscoe Jenkins,61.0,27500000.0,43607627.0,16107627.0,Comedy,English,1,US,3
Milk Money,64.0,38425000.0,18137661.0,-20287339.0,Comedy,English,1,US,3
Hell House LLC,65.0,28600000.0,506597404.6,477997404.6,Horror,English,1,US,1
Mulholland Falls,59.0,8810000.0,11526099.0,2716099.0,Drama,English,1,US,1
Kicking & Screaming,58.0,45000000.0,56070433.0,11070433.0,Family,English,1,AU,0
Compulsion,48.0,117000000.0,904907413.0,787907413.0,Thriller,English,1,US,1
Money Train,59.0,68000000.0,77224232.0,9224232.0,Action,English,1,AU,1
Kelly's Heroes,74.0,4000000.0,5200000.0,1200000.0,Adventure,English,1,AU,2
Pay the Ghost,54.0,3280017.8,2160298.0,-1119719.7999999998,Horror,English,1,US,1
Jessabelle,54.0,10000000.0,6998359.0,-3001641.0,Thriller,English,1,US,1
Sapphire Blue,72.0,26198000.0,5188128.0,-21009872.0,Fantasy,German,0,DE,0
Son of Rambow,67.0,4913400.0,10871449.0,5958049.0,Comedy,English,1,AU,3
Sleepaway Camp,63.0,350000.0,11000000.0,10650000.0,Horror,English,1,US,1
Trees of Peace,74.0,67800000.0,653988016.4,586188016.4,Drama,English,1,US,3
Senna,81.0,2069753.2,8212430.0,6142676.8,Documentary,English,1,AU,3
Metro,57.0,55000000.0,31987563.0,-23012437.0,Action,English,1,AU,1
Bholaa,80.0,75000000.0,361163020.0,286163020.0,Action,Other,0,Other,1
The Jacket,69.0,28500000.0,15452978.0,-13047022.0,Thriller,English,1,US,1
Pizza Dare 2,35.0,47270000.0,329856760.8,282586760.8,Romance,Korean,0,KR,3
Rules Don't Apply,58.0,25000000.0,3885342.0,-21114658.0,Romance,English,1,US,3
Soapdish,62.0,20200000.0,36489888.0,16289888.0,Comedy,English,1,US,3
All Is Lost,66.0,9000000.0,6108720.0,-2891280.0,Action,English,1,AU,1
Agatha and the Truth of Murder,62.0,11480240.6,77542.0,-11402698.6,Drama,English,1,US,1
Private Parts,65.0,28000000.0,41230799.0,13230799.0,Comedy,English,1,US,3
True Grit,74.0,35000000.0,252276928.0,217276928.0,Western,English,1,US,3
Paterson,71.0,5000000.0,10727536.0,5727536.0,Drama,English,1,AU,3
Serial (Bad) Weddings,67.0,13000000.0,176404493.0,163404493.0,Comedy,French,0,FR,3
City Hall,60.0,40000000.0,20278055.0,-19721945.0,Drama,English,1,AU,1
Che: Part One,68.0,30000000.0,216794294.4,186794294.4,Drama,English,1,AU,2
Untraceable,62.0,35000000.0,52649951.0,17649951.0,Thriller,English,1,AU,1
Wolf Creek 2,64.0,8000000.0,9630444.0,1630444.0,Horror,English,1,AU,1
The Baytown Outlaws,60.0,4000000.0,37470.0,-3962530.0,Action,English,1,AU,1
2036: Nexus Dawn,69.0,114000000.0,499328883.8,385328883.8,Science Fiction,English,1,AU,1
Sharkdog’s Fintastic Halloween,45.0,114300000.0,601247524.8,486947524.79999995,Animation,English,1,US,0
LEGO Jurassic World: The Indominus Escape,58.0,170800000.0,440909536.8,270109536.8,Family,English,1,US,0
Ghost Town,65.0,20000000.0,29958228.0,9958228.0,Drama,English,1,AU,3
War on Everyone,57.0,187200000.0,295523878.0,108323878.0,Action,English,1,GB,1
Romeo Is Bleeding,62.0,10000000.0,3275585.0,-6724415.0,Crime,English,1,US,1
Airplane II: The Sequel,61.0,20846151.6,27150534.0,6304382.3999999985,Comedy,English,1,AU,3
Bully,67.0,2100000.0,1381824.0,-718176.0,Crime,English,1,US,1
A History of Violence,72.0,32000000.0,61477797.0,29477797.0,Drama,English,1,AU,1
China Salesman,59.0,70520000.0,457654821.6,387134821.6,Action,Chinese,0,CN,1
Lake Placid: The Final Chapter,51.0,142800000.0,566930143.8,424130143.79999995,Horror,English,1,US,1
Tommy Boy,68.0,57368000.0,32648673.0,-24719327.0,Comedy,English,1,AU,3
How the West Was Won,71.0,15000000.0,50000000.0,35000000.0,Western,English,1,US,3
Tokyo Story,82.0,135800000.0,936544994.2,800744994.2,Drama,Japanese,0,AU,3
Zatoichi,73.0,2500000.0,34196922.0,31696922.0,Adventure,Japanese,0,AU,3
Bambina,45.0,139500000.0,862567677.4,723067677.4,Comedy,Italian,0,IT,3
Walk Hard: The Dewey Cox Story,66.0,35000000.0,20606053.0,-14393947.0,Comedy,English,1,AU,3
Crush,60.0,82000000.0,618157116.2,536157116.20000005,Thriller,English,1,US,1
Scooby-Doo! Meets the Boo Brothers,73.0,103200000.0,844069514.2,740869514.2,Animation,English,1,US,0
Midnight in the Garden of Good and Evil,63.0,35000000.0,25078937.0,-9921063.0,Crime,English,1,US,1
Taps,68.0,14000000.0,35856053.0,21856053.0,War,English,1,US,2
Kidnapping Stella,53.0,117800000.0,411789921.0,293989921.0,Thriller,German,0,DE,1
The Garden of Sinners: Future Gospel,74.0,56300000.0,336786306.2,280486306.2,Animation,Japanese,0,JP,0
Eating Out: The Open Weekend,58.0,102000000.0,616295796.0,514295796.0,Comedy,English,1,US,3
Caddyshack,66.0,6000000.0,39849764.0,33849764.0,Comedy,English,1,AU,3
Zombie Apocalypse,54.0,159600000.0,459045829.8,299445829.8,Action,English,1,US,1
The Art of Getting By,66.0,4000000.0,1989035.0,-2010965.0,Drama,English,1,US,3
Blown Away,61.0,28000000.0,30156002.0,2156002.0,Action,English,1,AU,1
Always Be My Maybe,66.0,66240000.0,320425004.6,254185004.60000002,Romance,English,1,AU,3
Turbo Kid,66.0,60000.0,0.0,-60000.0,Action,English,1,AU,1
Salmon Fishing in the Yemen,64.0,3485000.0,34564651.0,31079651.0,Drama,English,1,AU,3
Junglee,67.0,140800000.0,483308405.4,342508405.4,Action,Other,0,Other,0
Saving Mr. Banks,74.0,35000000.0,114962525.0,79962525.0,Comedy,English,1,AU,3
The Killer,77.0,40521514.6,2350174.0,-38171340.6,Action,Cantonese,0,HK,1
Inside Deep Throat,66.0,2000000.0,691880.0,-1308120.0,Other,English,1,US,3
The Pink Panther Strikes Again,68.0,6000000.0,33833201.0,27833201.0,Comedy,English,1,AU,1
Belladonna of Sadness,75.0,149600000.0,621285074.8,471685074.79999995,Animation,Japanese,0,JP,0
Tornado Valley,67.0,96400000.0,718575823.2,622175823.2,Action,English,1,US,1
The Legion,61.0,127000000.0,398812949.6,271812949.6,Adventure,English,1,US,0
Brief Encounter,78.0,108000000.0,973912359.0,865912359.0,Drama,English,1,AU,3
The Protector,69.0,74000000.0,333098256.2,259098256.2,Romance,English,1,US,3
Much Ado About Nothing,70.0,8000000.0,22549338.0,14549338.0,Drama,English,1,AU,3
Echoes,64.0,51400000.0,379851763.2,328451763.2,Thriller,"Spanish, Castilian",0,Other,1
The Portrait of a Lady,60.0,2084951.6,3692836.0,1607884.4,Drama,English,1,US,3
Zapped!,53.0,97250080.0,462439605.0,365189525.0,Comedy,English,1,US,3
Winnetou 1: Apache Gold,68.0,137400000.0,478297686.2,340897686.2,Western,German,0,DE,3
Asterix & Obelix: God Save Britannia,51.0,61000000.0,61319383.0,319383.0,Family,French,0,AU,0
Batman & Mr. Freeze: SubZero,70.0,156000000.0,530112259.6,374112259.6,Animation,English,1,AU,0
The Princess Switch 3: Romancing the Star,69.0,143600000.0,309828687.0,166228687.0,Romance,English,1,AU,3
Beauty and the Beast,75.0,160000000.0,1268697483.0,1108697483.0,Drama,French,0,AU,3
Beauty and the Beast,75.0,20000000.0,438656843.0,418656843.0,Drama,French,0,AU,3
My Girlfriend's Mother,60.0,73000000.0,544378189.4,471378189.4,Romance,Korean,0,KR,3
The Bling Ring,54.0,15000000.0,19145732.0,4145732.0,Drama,English,1,AU,1
Lost and Delirious,69.0,108200000.0,405044027.8,296844027.8,Drama,English,1,US,3
A Madea Family Funeral,59.0,21690000.0,46115383.0,24425383.0,Comedy,English,1,AU,3
Me and Earl and the Dying Girl,76.0,8000000.0,9266180.0,1266180.0,Drama,English,1,AU,3
Avatar Spirits,81.0,172000000.0,580068063.6,408068063.6,Documentary,English,1,US,3
Inland Empire,71.0,15000000.0,4045770.0,-10954230.0,Fantasy,English,1,AU,1
London,59.0,2000000.0,12667.0,-1987333.0,Drama,English,1,GB,3
Lord of the Flies,67.0,250000.0,230103083.6,229853083.6,Thriller,English,1,US,1
The Wicked Wife,70.0,105580000.0,576693973.4,471113973.4,Thriller,Chinese,0,CN,1
The Return of the King,65.0,116936595.0,901901930.6,784965335.6,Animation,English,1,US,0
The Emperor of Paris,63.0,133000000.0,514236899.6,381236899.6,Drama,French,0,FR,1
Suffragette,73.0,14000000.0,37888043.0,23888043.0,Drama,English,1,GB,3
Battle of the Year,70.0,20000000.0,16723377.0,-3276623.0,Music,English,1,AU,3
The Incredible Hulk Returns,61.0,154800000.0,347940786.4,193140786.39999998,Action,English,1,US,0
Agora,70.0,70000000.0,38992292.0,-31007708.0,Adventure,English,1,US,3
S. Darko,44.0,4000000.0,4100000.0,100000.0,Thriller,English,1,US,1
Hotel Transylvania: Puppy!,65.0,105800000.0,328287026.4,222487026.39999998,Family,English,1,US,0
The Hills Have Eyes Part II,45.0,700000.0,2264858.8,1564858.7999999998,Horror,English,1,US,1
The Counterfeiters,73.0,106000000.0,144565535.2,38565535.19999999,Drama,German,0,Other,2
One Fine Day,64.0,41220000.0,97529550.0,56309550.0,Romance,English,1,AU,3
Redline,75.0,75600000.0,454911144.6,379311144.6,Animation,Japanese,0,AU,0
D-Tox,56.0,55000000.0,6632383.0,-48367617.0,Action,English,1,US,1
The Great Silence,75.0,146000000.0,725103574.4,579103574.4,Western,Italian,0,FR,3
There's Something About Mario,61.0,150600000.0,414413080.2,263813080.2,Comedy,Other,0,Other,3
Two Queens and One Consort,60.0,73800000.0,346352260.6,272552260.6,Drama,Other,0,Other,3
Freaky Friday,55.0,26000000.0,160822438.0,134822438.0,Family,English,1,US,0
Save the Last Dance,66.0,13000000.0,122244329.0,109244329.0,Drama,English,1,AU,3
My Little Pony: Equestria Girls - Legend of Everfree,74.0,151000000.0,412341375.0,261341375.0,Adventure,English,1,US,0
Chain Reaction,57.0,55000000.0,60209334.0,5209334.0,Science Fiction,English,1,AU,1
T2 Trainspotting,70.0,18000000.0,42067430.0,24067430.0,Drama,English,1,AU,3
Married to the Mob,59.0,10000000.0,21486757.0,11486757.0,Comedy,English,1,US,3
Breathe,75.0,669601.4,477815.0,-191786.40000000002,Drama,English,1,AU,3
Stargate: The Ark of Truth,72.0,7000000.0,8900000.0,1900000.0,Action,English,1,AU,0
Happiness,75.0,3000000.0,5746453.0,2746453.0,Comedy,English,1,AU,3
Lola Índigo: La Niña,72.0,71000000.0,493770790.6,422770790.6,Documentary,"Spanish, Castilian",0,ES,3
The Limehouse Golem,62.0,9288225.8,2225698.0,-7062527.800000001,Horror,English,1,AU,1
Keeping Up with the Joneses,61.0,40000000.0,28804426.0,-11195574.0,Action,English,1,AU,3
Megan Leavey,73.0,7048000.0,13406883.0,6358883.0,Drama,English,1,AU,2
The Last of Us: One Night Live,75.0,127200000.0,564158441.4,436958441.4,Drama,English,1,US,3
The Courageous Heart of Irena Sendler,73.0,106000000.0,144565535.2,38565535.19999999,Drama,English,1,US,2
McLintock!,66.0,83800000.0,408428437.4,324628437.4,Western,English,1,US,3
The Idiots,65.0,2500000.0,7235.0,-2492765.0,Drama,Other,0,Other,3
Ice Soldiers,54.0,66600000.0,453621128.4,387021128.4,Action,English,1,US,1
Crime Story,67.0,55001500.0,194720.0,-54806780.0,Action,Cantonese,0,HK,1
A un paso de mí,71.0,88600000.0,654908655.2,566308655.2,Adventure,"Spanish, Castilian",0,ES,3
Out of the Clear Blue Sky,82.0,144000000.0,1135762456.4,991762456.4000001,Comedy,"Spanish, Castilian",0,MX,3
Amateur Night,56.0,88200000.0,557019596.4,468819596.4,Comedy,English,1,US,3
Adulterers,59.0,750000.0,0.0,-750000.0,Thriller,English,1,US,1
Just Cause,62.0,145400000.0,647852169.4,502452169.4,Action,English,1,US,1
Snow White: The Fairest of Them All,59.0,135400000.0,387557034.2,252157034.2,Adventure,English,1,AU,0
Trail of the Pink Panther,52.0,3460000.0,9056073.0,5596073.0,Comedy,English,1,US,1
Gaslight,75.0,2068000.0,75334861.0,73266861.0,Thriller,English,1,AU,1
Ocean's Eleven,64.0,85000000.0,450728529.0,365728529.0,Crime,English,1,US,3
God's Own Country,78.0,26225303.8,2559939.0,-23665364.8,Romance,English,1,GB,3
Behaving Badly,53.0,5520017.8,422697.0,-5097320.8,Comedy,English,1,AU,3
The Girl Who Believes in Miracles,77.0,90400000.0,747870667.2,657470667.2,Family,English,1,US,3
The Crying Game,69.0,4000000.0,62546695.0,58546695.0,Crime,English,1,AU,1
The Yards,62.0,20000000.0,2282710.0,-17717290.0,Crime,English,1,AU,1
Only Lovers Left Alive,73.0,7000000.0,7600000.0,600000.0,Drama,English,1,AU,3
Silver Streak,67.0,6500000.0,51079064.0,44579064.0,Comedy,English,1,US,1
Macross Δ the Movie: Passionate Walküre,58.0,139000000.0,738319588.8,599319588.8,Animation,Japanese,0,JP,2
Breakin',68.0,1200000.0,38682707.0,37482707.0,Music,English,1,US,3
Money Monster,64.0,27000000.0,93466095.0,66466095.0,Thriller,English,1,AU,1
Captain Underpants: Mega Blissmas,62.0,140140000.0,372360380.0,232220380.0,Animation,English,1,US,0
The Last Full Measure,75.0,20000000.0,3321111.0,-16678889.0,War,English,1,AU,2
Beneath,54.0,89.0,3174356.0,3174267.0,Horror,English,1,US,1
Spinning Gold,45.0,27000000.0,2264858.8,-24735141.2,Drama,English,1,US,3
Class,59.0,7000000.0,21600000.0,14600000.0,Comedy,English,1,US,3
Johnson Family Vacation,55.0,12000000.0,31286759.0,19286759.0,Comedy,English,1,US,0
I Am Bruce Lee,78.0,101700000.0,716719914.2,615019914.2,Documentary,English,1,US,3
Let's Go to Prison,57.0,4000000.0,4630045.0,630045.0,Comedy,English,1,AU,1
The Little Mermaid II: Return to the Sea,64.0,144000000.0,317848249.0,173848249.0,Animation,English,1,AU,0
My Stepmother Is an Alien,57.0,16000000.0,13854000.0,-2146000.0,Comedy,English,1,US,3
Last Man Standing,63.0,67000000.0,18149997.0,-48850003.0,Action,English,1,AU,1
Sweat,65.0,1619835.0,11546.0,-1608289.0,Drama,Other,0,AU,1
Rob Roy,67.0,28000000.0,31390587.0,3390587.0,Adventure,English,1,AU,2
K: Seven Stories Movie 3 - Side:Green - The Overwritten World,45.0,134300000.0,484597113.8,350297113.8,Animation,Japanese,0,JP,0
Please Don't Save Me,63.0,87000000.0,416389640.0,329389640.0,Drama,Korean,0,KR,3
The Invisible Thread,67.0,64200000.0,252076159.2,187876159.2,Comedy,Italian,0,IT,3
A Lonely Place to Die,62.0,4000000.0,442550.0,-3557450.0,Adventure,English,1,GB,1
The Tournament,59.0,8000000.0,25193614.4,17193614.4,Horror,English,1,US,1
Napoleon Dynamite,68.0,400000.0,46122713.0,45722713.0,Comedy,English,1,AU,3
Shimmer Lake,58.0,100800000.0,474331140.2,373531140.2,Thriller,English,1,US,1
Soy Luna: The Last Concert,82.0,106800000.0,704045288.8,597245288.8,Music,"Spanish, Castilian",0,MX,3
Grappler Baki: The Ultimate Fighter,66.0,71600000.0,533712883.0,462112883.0,Animation,Japanese,0,JP,0
The Divide,59.0,3000000.0,156362.0,-2843638.0,Horror,English,1,CA,1
SPL II: A Time for Consequences,68.0,113000000.0,365992130.6,252992130.60000002,Action,Cantonese,0,CN,1
Raw Deal,58.0,8500000.0,16209459.0,7709459.0,Action,English,1,US,1
Dark Angel,60.0,7000000.0,4372561.0,-2627439.0,Action,English,1,US,1
Shameless,56.0,38998000.0,360848744.0,321850744.0,Drama,Other,0,Other,3
Analyze That,58.0,60000000.0,54994757.0,-5005243.0,Comedy,English,1,AU,3
Sharknado 3: Oh Hell No!,47.0,141500000.0,947468745.8,805968745.8,Action,English,1,AU,0
A Star Is Born,60.0,6000000.0,80000000.0,74000000.0,Drama,English,1,AU,3
Northanger Abbey,69.0,162200000.0,523884067.4,361684067.4,Romance,English,1,AU,3
Midnight Party,47.0,147200000.0,937727043.8,790527043.8,Drama,French,0,DE,3
Noise,71.0,100000000.0,369861963.8,269861963.8,Drama,"Spanish, Castilian",0,Other,3
Genesis: The Creation and the Flood,54.0,92800000.0,367006935.2,274206935.2,Adventure,Italian,0,IT,0
The Void,59.0,7001468.0,151042.0,-6850426.0,Mystery,English,1,CA,1
Windstruck,72.0,1260400.0,5331377.0,4070977.0,Comedy,Korean,0,KR,3
Criminal Activities,59.0,7000000.0,386744.0,-6613256.0,Thriller,English,1,US,1
Be Cool,54.0,75000000.0,94944017.0,19944017.0,Comedy,English,1,US,3
The Homesman,66.0,16000000.0,8217571.0,-7782429.0,Western,English,1,US,3
Time Bandits,66.0,12000000.0,37400000.0,25400000.0,Family,English,1,AU,0
Black Eagle,50.0,3000000.0,2899183.8,-100816.20000000019,Action,English,1,US,1
Fireworks,77.0,115000000.0,593663760.8,478663760.79999995,Crime,Japanese,0,JP,3
The Peanut Butter Falcon,74.0,6200000.0,23191551.0,16991551.0,Adventure,English,1,AU,3
The Fly II,56.0,4865000.0,38903179.0,34038179.0,Horror,English,1,US,1
Veteran,69.0,7528230.0,87970000.0,80441770.0,Action,Korean,0,KR,1
Locke,69.0,2000000.0,2088390.0,88390.0,Drama,English,1,AU,1
Runaway Train,70.0,9000000.0,7936012.0,-1063988.0,Action,English,1,AU,1
Be Careful What You Wish For,67.0,60800000.0,470197771.4,409397771.4,Horror,"Spanish, Castilian",0,MX,3
Due West: Our Sex Journey,56.0,115000000.0,823771524.0,708771524.0,Comedy,Cantonese,0,AU,3
The Birth of a Nation,61.0,10000000.0,16891011.0,6891011.0,Drama,English,1,US,2
The Birth of a Nation,61.0,110000.0,11000000.0,10890000.0,Drama,English,1,US,2
I'm No Longer Here,78.0,849080.0,4679111.6,3830031.5999999996,Drama,"Spanish, Castilian",0,MX,3
"Merry Christmas, Drake & Josh",74.0,120400000.0,355012205.4,234612205.39999998,Comedy,English,1,US,3
Hillbilly Elegy,68.0,45000000.0,38852.0,-44961148.0,Drama,English,1,AU,3
American Heist,48.0,10000000.0,2341218.0,-7658782.0,Action,English,1,US,1
Blow Out,73.0,18000000.0,13747988.0,-4252012.0,Crime,English,1,AU,1
The Swarm,58.0,70740000.0,431298841.2,360558841.2,Horror,French,0,AU,3
Premonition,61.0,20000000.0,84146832.0,64146832.0,Horror,Japanese,0,US,1
Autumn in New York,61.0,40000000.0,90717684.0,50717684.0,Drama,English,1,US,3
R.L. Stine's Monsterville: The Cabinet of Souls,68.0,4400000.0,278663367.8,274263367.8,Comedy,English,1,US,1
Anna and the King,68.0,75000000.0,39251128.0,-35748872.0,Drama,English,1,AU,3
Chisum,68.0,4000000.0,6000000.0,2000000.0,Western,English,1,US,3
Survive the Night,51.0,75650080.0,776465584.0,700815504.0,Action,English,1,US,1
The Siege,50.0,70000000.0,116625798.0,46625798.0,Action,English,1,US,1
"Angus, Thongs and Perfect Snogging",64.0,43160000.0,14924998.0,-28235002.0,Comedy,English,1,US,3
Pinocchio,58.0,45000000.0,31681811.0,-13318189.0,Comedy,Italian,0,IT,0
Pinocchio,58.0,13200000.0,30360375.0,17160375.0,Comedy,Italian,0,IT,0
Pinocchio,58.0,2289247.0,84300000.0,82010753.0,Comedy,Italian,0,IT,0
To Catch a Thief,73.0,2500000.0,8750000.0,6250000.0,Crime,English,1,US,1
The Tall Man,60.0,18200000.0,23757836.0,5557836.0,Horror,English,1,CA,1
The Gruffalo,72.0,115500000.0,425732545.6,310232545.6,Animation,English,1,AU,0
Angel's Egg,78.0,136000000.0,596365973.8,460365973.79999995,Animation,Japanese,0,JP,0
Young Sherlock Holmes,68.0,18000000.0,19739000.0,1739000.0,Adventure,English,1,AU,3
The Bar,63.0,6045750.0,3662671.0,-2383079.0,Horror,"Spanish, Castilian",0,ES,1
